Division,Placement,Skipper,Team,Total Score
A,1,Elliot Lee '18,Grand Valley State University,22
A,2,Libby Reeg '17,Hope College,30
A,3,Austin Lee '17,Western Michigan University,40
A,4,Jacob Henley '17,Michigan Technological University,45
A,5,Benjamin Diamond '18,Northern Michigan University,50
A,6,Hannah Thayer '20,University of Michigan,51
A,7,Zachary Li '19,Northwestern University,54
A,8,Kate Cavataio '19,Grand Valley State University,63
A,9,Jay Weber '20,Michigan State University,64
A,10,Justin Edick '19,Hope College,84
A,11,Maxwell Childs '18,Ohio State University,113
