Division,Placement,Skipper,Team,Total Score
A,1,Christopher Keller '19,Tufts University,35
A,2,Jack Gerli '17,Georgetown University,36
A,3,Brad Seferian '19,Fordham University,44
A,4,Dylan DiMarchi '20,Yale University,45
A,5,Vincent Storino '18,U. S. Merchant Marine Academy,69
A,6,Colin Richards '20,University of Vermont,88
A,7,Adam DeVita '18,Columbia University,94
A,8,Hannah Schmidt '17,Washington College,96
A,9,Anne Elizabeth Eristoff '20 *,Princeton University,99
A,10,Noah Brayer '18,University of Massachusetts at Amherst,103
A,11,Lillian Vincens '19,Fairfield University,111
A,12,David Tampellini '17,Sacred Heart University,144
A,13,Jesse Whipple '20,U. S. Military Academy,168
A,14,Peter Sander '17,SUNY Stony Brook,170
