Division,Placement,Skipper,Team,Total Score
A,1,Alecsander Tayler '17,Fordham University,10
A,2,Greiner Hobbs '18,Hobart and William Smith Colleges,14
A,3,Connor Kelter '18,Cornell University,18
A,4,John Lawless '19,SUNY Maritime College,27
A,5,Matti Muru '20,Queen's University,30
A,6,Zane Tinnell '20,Webb Institute,41
A,7,Adam DeVita '18,Columbia University,45
A,8,Rory Mess '16,University of Buffalo,46
A,9,Tyler Rochon '18,University of Rochester,51
A,10,Zachary Warner '19,Syracuse University,52
A,11,Michal Szelwach '19,Gannon University,67
A,12,Karina Desrosiers '18,University of Ottawa,69
A,13,Matthew Nelson '17,Colgate University,79
A,14,Jennifer Suter '19,U. S. Military Academy,81
A,15,Evan Fitzgerald '17,University of Toronto,96
