Division,Placement,Skipper,Team,Total Score
A,1,Henry Dumke '17,Boston College,10
A,2,Janel DeCurtis '18,Roger Williams University,25
A,3,Audrey Giblin '20,Dartmouth College,31
A,4,Cameron Loncoski '20 *,Maine Maritime Academy,33
A,5,Matthew Lyons '17,Bowdoin College,33
A,6,James Beatty '17,Tufts University,39
A,7,Thomas Harden '20,University of Vermont,40
A,8,Ben Brown '18,Middlebury College,45
A,9,Peter Christensen '18,Northeastern University,48
A,10,Mack Fox '20,U. S. Coast Guard Academy,52
A,11,Frank Reeg '19,Massachusetts Maritime Academy,56
A,12,Solomon Tarlin '17,Boston University,57
