Division,Placement,Skipper,Team,Total Score
B,1,Katherine Zimmerman '18,University of Wisconsin,21
B,2,Grant Gustafson '19,Michigan State University,22
B,3,Dick Chantz '18,Ohio University,24
B,4,John Bennet '18,Denison University,28
B,5,Adam Sturgeon '18,Ohio State University,32
B,6,Drew Blackburn '17,University of Toledo,33
B,7,Stacey Nash '17,Ohio State University,46
B,8,Brittany Nordhaus '17,Miami University,57
B,9,Drake Hullinger '17,Western Michigan University,64
B,10,Benjamin Diamond '18,Northern Michigan University,77
B,11,none,Michigan Technological University,92
