Division,Placement,Skipper,Team,Total Score
A,1,Andy Reiter '19,Georgetown University,71
A,2,Maximilian Kuester '18,Hampton University,72
A,3,Maxwell Brill '20,U. S. Naval Academy,77
A,4,Max Neubelt '17,U. S. Merchant Marine Academy,86
A,5,Carolyn Smith '17,St. Mary's College of Maryland,89
A,6,Derek Poon Tip '19,George Washington University,99
A,7,Matt Cappetta '19,Fordham University,102
A,8,Sam White '18,George Washington University,102
A,9,Vidar Minkovsky '18,SUNY Stony Brook,119
A,10,Thomas Balk '18,Cornell University,124
A,11,Tyler Fleig '19,U. S. Naval Academy,159
A,12,Spencer `Charney '20,Christopher Newport University,186
A,13,Amanda Attardi '17,Christopher Newport University,193
A,14,Caroline Garth '17,University of Pennsylvania,196
A,15,Alexander Smith '17,Washington College,197
A,16,Julian Fraize '18,Stevens Institute of Technology,204
A,17,Frederick Piasecki '18,Drexel University,249
A,18,Maura King '19,SUNY Maritime College,262
A,19,James Gilmore III '19,SUNY Stony Brook,276
