Division,Placement,Skipper,Team,Total Score
B,1,Mackey Leventis '19,University of South Carolina,7
B,2,none,University of North Carolina at Wilmington,23
B,3,Samuel Cabiness '20,Clemson University,25
B,4,David Sutton '19,Georgia Institute of Technology,25
B,5,Matthew Art '18,University of Tennessee,29
B,6,none,Vanderbilt University,36
B,7,Kirsten Failing '17,Auburn University,41
B,8,Lucas Holde '20,North Carolina State University,45
B,9,Scott Adams '17,The Citadel,47
B,10,Benjamin Tonks '19,University of Georgia,54
