Division,Placement,Skipper,Team,Total Score
B,1,Isabella Hamilton '17,University of Minnesota,33
B,2,Andre Deriaz '18,University of Wisconsin Milwaukee,33
B,3,Ryan Clulo '18,Marquette University,35
B,4,Zach Miller '20 *,University of Wisconsin,38
B,5,Nathan Miller '17,Michigan Technological University,51
B,6,Libby Reeg '17,Hope College,52
B,7,Jacob Dannhausen-Brun '20,University of Illinois,85
B,8,Lucas Kieffer '19,University of Iowa,90
B,9,Riley Sorber '19,Northern Michigan University,95
B,10,Kate Cavataio '19,Grand Valley State University,96
B,11,Cailin Oakes '18,University of Minnesota,143
B,12,Jacob Stout '20 *,University of Wisconsin,143
