Division,Placement,Skipper,Team,Total Score
B,1,Charles Miller '19,Hobart and William Smith Colleges,9
B,2,Clark Uhl '19,Cornell University,11
B,3,Roberto Stevens '19,Fordham University,18
B,4,Michael Montagnese '20,Queen's University,29
B,5,Alex Dzinbal '17,Webb Institute,35
B,6,Arthur Libby '17,SUNY Maritime College,36
B,7,Henry Sanders '18,Syracuse University,51
B,8,Sean Kilcullen '20,University of Rochester,52
B,9,Nicholas Houchois '19,Columbia University,52
B,10,Bryn Clark '20 *,Colgate University,55
B,11,Brian Rebec '17,University of Ottawa,62
B,12,Emily Hann '17,University of Buffalo,68
B,13,Matthew Morris '17,U. S. Military Academy,70
B,14,Andrea Swagler '17,Gannon University,82
B,15,none,University of Toronto,96
