Division,Placement,Skipper,Team,Total Score
A,1,Geoffrey Nelson '18,Eckerd College,13
A,2,Alfonso Garcia Bringas '20,Jacksonville University,17
A,3,Matthew Peterson '18,Eckerd College,30
A,4,Michael Sanandajian '18,University of South Florida,31
A,5,Jack Famiglietti '18,University of Florida,36
A,6,Ethan Lounsbury '17,Jacksonville University,38
A,7,Cameron Smith '19,University of South Florida,44
A,8,David Beaudry '20,University of Florida,51
A,9,Ainsley Parramore '20,Eckerd College,53
A,10,Maria Ayala '18,Rollins College,53
A,11,Andrew Scotti '20,University of Miami,54
A,12,Rafael Melendez '17,Florida State University,55
A,13,Charlotte Samson '19,University of South Florida,71
