Division,Placement,Skipper,Team,Total Score
A,1,Rachel Rantanen '19,Michigan State University,22
A,2,Brittany Mosgo '17,Ohio State University,23
A,3,Margot Sherman Jollis '18,Denison University,26
A,4,Monica Julian '17,Ohio State University,30
A,5,Mark Barrow '18,Miami University,37
A,6,Scott Sullivan '19,University of Wisconsin,43
A,7,Colin Mackay '17,University of Toledo,46
A,8,Andrew Atkins '19,Ohio University,54
A,9,Ian Pope '19,Northern Michigan University,60
A,10,Austin Lee '17,Western Michigan University,64
A,11,none,Michigan Technological University,92
