Division,Placement,Skipper,Team,Total Score
A,1,Florian Eenkema Van Dijk '19,Tufts University,45
A,2,Franco Bilik '18,Brown University,47
A,3,Peter Sterflinger '17,Johnson and Wales University,62
A,4,James Beatty '17,Tufts University,65
A,5,Preston Duclos '19,Roger Williams University,69
A,6,Robby Gearon '19,Boston University,70
A,7,Claire Huebner '18,Yale University,74
A,8,Daniel Petrovic '19,Roger Williams University,83
A,9,Peter Christensen '18,Northeastern University,85
A,10,Thomas Harden '20,University of Vermont,97
A,11,Jeffrey Adam '18,Massachusetts Maritime Academy,113
A,12,Patrick Penwell '17,University of Rhode Island,120
A,13,Rebecca Quirke '17,Connecticut College,130
A,14,Mete Sayin '17,McGill University,141
A,15,Ryan Gershuny '18,University of New Hampshire,153
A,16,Nathaniel Thomas '18,Providence College,168
A,17,Stephanie Clancy '17,Salve Regina University,176
A,18,David Tampellini '17,Sacred Heart University,188
A,19,Benjamin Hawkins '18,University of Connecticut,200
