Division,Placement,Skipper,Team,Total Score
B,1,James Mcavoy '20,Tulane University,19
B,2,Julian Martin '20,Texas A&M University,30
B,3,Nigel Watkins '19,University of New Orleans,53
B,4,Shelby Thornton '19 *,University of North Texas,65
B,5,Robert Moreno '17,Texas A&M University at Corpus Christi,70
B,6,Andrew Essenburgh '19,Texas A&M University at Galveston,71
B,7,John Jacobs '19,Texas A&M University at Galveston,75
B,8,Alexandra Oyston '18,Texas A&M University,75
B,9,Amy Fox '17,Rice University,81
B,10,Keanu Mitanga '18,Rice University,94
B,11,none,Baylor University,107
B,12,Jessica Andres '20,Tulane University,109
B,13,Alec Chappetta '18,University of Texas,118
B,14,Nathan Waguespack '17,Texas A&M University at Corpus Christi,120
B,15,Isaac Brinkman '19 *,University of Kansas,144
B,16,none,Baylor University,156
