Division,Placement,Skipper,Team,Total Score
B,1,Zane Feder '20,Queen's University,32
B,2,Linor Berezin '17,Queen's University,50
B,3,Nicole Torrie '20 *,Dalhousie University,58
B,4,Gokce Gomec '18,Webb Institute,74
B,5,Chi Kuan '18,McGill University,77
B,6,Nicole Torrie '20 *,ICSA-BUSA Participants,80
B,7,Alex Webb '17 *,Royal Military College,85
B,8,Cal Siemens '19 *,ICSA-BUSA Participants,92
B,9,Karina Desrosiers '18,University of Ottawa,120
B,10,Megan Graham '18 *,University of Toronto,134
B,11,Gordon Budning '18 *,University of Toronto,143
B,12,Matthieu Clas '19 *,ICSA-BUSA Participants,165
B,13,Noah Yoskowitz '19,Penn State University,171
