Division,Placement,Skipper,Team,Total Score
B,1,Audrey Giblin '20,Dartmouth College,39
B,2,Annie Spence '20,University of Vermont,41
B,3,Christine Klingler '20,Yale University,44
B,4,Ragna Agerup '20,Connecticut College,53
B,5,Maia Agerup '20,Roger Williams University,57
B,6,Greta Farrell '18,Massachusetts Institute of Technology,64
B,7,Delaney Bamford '20,University of Rhode Island,68
B,8,Camille Matile '17,Northeastern University,69
B,9,Rachel Foster '20,Brown University,71
B,10,Allison Cahn '20,Boston University,77
B,11,Catherine Kerner '20,Harvard University,80
B,12,Emily Gonzalez '20,Bowdoin College,88
B,13,Erin Jacob '20,Tufts University,93
B,14,Julia Leighton '20,Connecticut College,102
B,15,Allison Krauss '20,Fairfield University,135
