Division,Placement,Skipper,Team,Total Score
A,1,Alp Rodopman '17,Tufts University,44
A,2,Nicholas Baird '19,Yale University,90
A,3,Malcolm Lamphere '18,Yale University,92
A,4,Scott Rasmussen '20,Boston College,94
A,5,Martim Anderson '18,Roger Williams University,98
A,6,Erik Weis '18,Dartmouth College,102
A,7,Patrick Shanahan '19,Brown University,104
A,8,Ian Barrows '17,Yale University,105
A,9,James Beatty '17,Tufts University,109
A,10,Paul Didham '20,U. S. Coast Guard Academy,133
A,11,Andrew Widmeier '20,U. S. Coast Guard Academy,134
A,12,Conner Harding '19,Roger Williams University,163
A,13,Andrew Puopolo '19,Harvard University,180
A,14,Daniel Petrovic '19,Roger Williams University,190
A,15,Preston Duclos '19,Roger Williams University,205
A,16,Collin Alexander '20,Boston University,214
A,17,Jack Bitney '19,Tufts University,216
A,18,Phillip Rosenthall '18,Connecticut College,228
A,19,Charles Welsh '18,Boston University,232
A,20,Charles Hicks '20,University of Vermont,249
A,21,Gabriel Hannon '20,Brown University,254
A,22,Arthur Milot '19,University of Vermont,300
A,23,River Iannaccone '19,University of New Hampshire,312
