Division,Placement,Skipper,Team,Total Score
B,1,Rachel Rantanen '19,Michigan State University,21
B,2,Addison Amstutz '19,Grand Valley State University,28
B,3,Caroline Ritter '18,Hope College,30
B,4,Nicholas Harris '17,Michigan Technological University,33
B,5,Jennie Werner '18,Northwestern University,45
B,6,David Resnick '18,Western Michigan University,55
B,7,Cortney Kingsley '18,Northern Michigan University,62
B,8,Kyle Doyle '20,University of Michigan,74
B,9,Jacob Weesies '20 *,Grand Valley State University,80
B,10,Joseph Cinal '20,Hope College,91
B,11,Olivia Kruczynska '19,Ohio State University,96
