Division,Placement,Skipper,Team,Total Score
A,1,Ian Barrows '17,Yale University,94
A,2,Stefano Peschiera '18,College of Charleston,95
A,3,Ty Ingram '18,Massachusetts Institute of Technology,127
A,4,Ravi Parent '18,Boston University,137
A,5,Patrick Shanahan '19,Brown University,140
A,6,Robert Floyd '17,Dartmouth College,146
A,7,Harry Koeppel '17,Boston College,148
A,8,Rachel Bryer '17,University of Rhode Island,152
A,9,Michael Madigan '17,U. S. Naval Academy,152
A,10,Jackson Hamilton '19,Northeastern University,165
A,11,Hugh MacGillivray '18,Connecticut College,174
A,12,Nick DiGiovanni '19,Harvard University,186
A,13,Jack McGuire '17,Bowdoin College,192
A,14,Will Holz '17,Fordham University,201
A,15,Bailey Carter '19,Hobart and William Smith Colleges,205
A,16,Jack Bitney '19,Tufts University,210
A,17,Michael Gemperline '17,Roger Williams University,215
A,18,Jan Kite-Powell '19,University of Vermont,227
A,19,Sean Beaulieu '18,Salve Regina University,253
