Division,Placement,Skipper,Team,Total Score
B,1,Hayden Potter '20,University of Washington,21
B,2,Shaan Shridhar '19,University of Washington,29
B,3,Haines Whitacre '16,Lewis and Clark College,30
B,4,Alexander Wolcott '18,University of Washington,33
B,5,Dilion Kilroy '19 *,Western Washington University,51
B,6,Hanno Kite-Powell '17,University of British Columbia,56
B,7,Max Van Dam '20 *,Western Washington University,58
B,8,Gabrielle Rigby '19,Western Washington University,68
B,9,Quanah Green '18,Oregon State University,70
B,10,Mary Kristen '20,University of British Columbia,71
B,11,none,University of Oregon,83
B,12,Curtis Mraz '18,University of Puget Sound,84
