Division,Placement,Skipper,Team,Total Score
A,1,Jason Carminati '12,U. S. Naval Academy,24
A,2,Kieran Chung '15,Stanford University,29
A,3,Sydney Bolger '12,Georgetown University,31
A,4,Ben Spector '13,College of Charleston,31
A,5,Jacob La Dow '15,St. Mary's College of Maryland,42
A,6,Nicholas Kaschak '12,University of California at Santa Barbara,64
A,7,Alexander Sachs '12,Fordham University,66
A,8,Cameron Hutcheson '14,University of Southern California,81
A,9,Gregory Dair '14,California State University Channel Islands,82
A,10,Philip Gordon '12,University of Oregon,82
A,11,Scott Hoffmann '14,Old Dominion University,86
A,12,Colin Kincaid '14,University of California at Irvine,86
A,13,Stephanie Hudson '13,Boston College,95
A,14,Dustin Durant '12,California State University Long Beach,101
A,15,Casey Pruitt '13,Western Washington University,103
A,16,Travis Benton '14,University of California at Berkeley,126
A,17,Brandon Wood '14,Santa Clara University,126
A,18,Spenser Branch '14,Arizona State University,128
A,19,William Macdonald '15,Roger Williams University,131
A,20,Lily Grimshaw '15,University of Washington,133
A,21,Collin Weston '13,Texas A&M University at Galveston,146
A,22,John Olson '14,University of California at San Diego,154
A,23,William Edwards '12,University of California at Los Angeles,159
A,24,Tommy Pastalka '13,University of California at Santa Cruz,165
A,25,Johan Jorna '14,Portland State University,171
A,26,Samantha Gebb '14,Princeton University,210
A,27,Eric Cibit '15,University of California at Davis,210
A,28,Scott Doyle '14,California Maritime Academy,230
A,29,Shaun Prestridge '13,Cal Poly University S.L.O.,230
