Division,Placement,Skipper,Team,Total Score
C,1,Elliot Drake '12,University of Oregon,24
C,2,Cameron Walsh '13,University of California at Santa Barbara,26
C,3,Kieran Chung '15,Stanford University,29
C,4,Cody Shevitz '12,University of California at Berkeley,34
C,5,Cameron Hutcheson '14,University of Southern California,37
C,6,Zachary Forcade '13,University of Washington,66
C,7,Tom Keegan '14,California Maritime Academy,68
C,8,Craig Schifferns '12,University of Hawaii,69
C,9,Paul Foley '14,Western Washington University,70
C,10,Erik Lund '14,Cal Poly University S.L.O.,83
C,11,Peter Bailey '15,University of California at Los Angeles,83
C,12,Michael Radziejowski '13,University of California at Santa Cruz,92
C,13,William Larsen '13,University of California at Irvine,98
C,14,Russell Olson '12,California State University Long Beach,112
C,15,Kevin Kamp '14,Chapman University,127
C,16,Matthew Nguyen '12,University of California at San Diego,130
C,17,none,California State University Channel Islands,171
C,18,none,Arizona State University,176
C,19,none,California State University Monterey Bay,176
C,20,none,Santa Clara University,176
C,21,Paul Foley '14 *,University of California at Davis,176
