Division,Placement,Skipper,Team,Total Score
A,1,Michael Russom '13,University of Pennsylvania,51
A,2,Gerard Tonachel '13,Stevens Institute of Technology,67
A,3,Michael Grove '14,U. S. Naval Academy,71
A,4,Don Hause III '14,St. Mary's College of Maryland,78
A,5,Sam Fitzgerald '14,Washington College,110
A,6,Paul Stevens '14,Monmouth University,122
A,7,John O'Riordan '12,Fordham University,131
A,8,Gavin Schlissel '13,Princeton University,131
A,9,Zachary Schippe '14,Ocean County College,145
A,10,Joan Boyle '14,Drexel University,154
A,11,Andrew Sayre '12,Villanova University,158
A,12,Rachel Bennung '12,Penn State University,165
A,13,Victoria Miller '13,Christopher Newport University,169
A,14,Suzanne Reynolds '14,University of Delaware,171
A,15,Laine Meelheim '13,Rutgers University,223
A,16,Andrew DaPonte '14,Ocean County College,230
