Division,Placement,Skipper,Team,Total Score
B,1,Tony Collins '15,Eckerd College,14
B,2,Manaf Alwaheeb '15,University of South Florida,27
B,3,Bradford Cederberg '15,Eckerd College,44
B,4,Michael Long '14,New College of Florida,64
B,5,Ann Williamson '15,Eckerd College,67
B,6,Adrian DeSilva '15,Florida Atlantic University,78
B,7,Morgan Barrios '13,University of South Florida,82
B,8,Caleb Dowdy '14,Eckerd College,83
B,9,Peter Usher '14,University of Florida,101
B,10,Kyle Kavanagh '15,Jacksonville University,112
B,11,Kathryn Ribble '15,Florida Gulf Coast University,120
