Division,Placement,Skipper,Team,Total Score
A,1,Willem Sandberg '14,Tufts University,37
A,2,Mackenzie Spencer '12,University of Vermont,39
A,3,Alexander Sachs '12,Fordham University,41
A,4,Louis Padnos '14,Hobart and William Smith Colleges,48
A,5,Timothy Scanlon '12,Dartmouth College,51
A,6,Scott Lubliner '13,SUNY Maritime College,68
A,7,Billy Hines '12,Columbia University,71
A,8,Jonathan Goldsmith '11,Cornell University,90
A,9,Francois Conde-Jahn '13,U. S. Merchant Marine Academy,105
A,10,Harmen Rockler '13,Syracuse University,113
A,11,Jonathan Hatch '13,U. S. Military Academy,131
A,12,Tim Gorzelnik '14,Rutgers University,156
