Division,Placement,Skipper,Team,Total Score
B,1,Amanda Taselaar '14,Georgetown University,38
B,2,Liana Folger '15,Hobart and William Smith Colleges,51
B,3,Marissa Lihan '14,U. S. Naval Academy,54
B,4,Jennifer Borshoff '15,Cornell University,61
B,5,Paige Conlin '14,SUNY Maritime College,76
B,6,Rachel Austin '14,Old Dominion University,79
B,7,Catherine Shanahan '15,St. Mary's College of Maryland,82
B,8,Eleanor Conroy '15,Washington College,102
B,9,Irene Jacqz '13,Columbia University,108
B,10,Maggy Ashton '14,U. S. Merchant Marine Academy,123
B,11,Sarah Gross '15,Princeton University,135
B,12,Mary Hamilton '14,Fordham University,135
B,13,none,University of Toronto,186
