Division,Placement,Skipper,Team,Total Score
B,1,Ben Spector '13,College of Charleston,27
B,2,David Hernandez '12,University of Miami,29
B,3,David Harrison '13,University of South Florida,40
B,4,Jeff Hahl '12,Eckerd College,44
B,5,Drew Lisicki '12,Clemson University,68
B,6,Natalie Viera '13,University of Florida,72
B,7,Lucas Kindervater '13,University of Tennessee,78
B,8,Marten Kendrick '15,Georgia Tech,81
B,9,Wesley Wallace '14,Auburn University,108
B,10,Benton Morton '14,North Carolina State University,125
B,11,David Horton '12,Jacksonville University,133
B,12,Patrick Tonissen '15,New College of Florida,153
