Division,Placement,Skipper,Team,Total Score
A,1,none,U. S. Naval Academy,2
A,2,none,Fordham University,4
A,3,none,St. Mary's College of Maryland,9
A,4,none,Washington College,11
A,5,none,Princeton University,14
A,6,none,William and Mary,15
A,7,none,Cornell University,15
A,8,none,Kean University,15
A,9,none,Georgetown University,16
A,10,none,American University,17
A,11,none,Christopher Newport University,18
A,12,none,George Washington University,22
A,13,none,Hampton University,27
A,14,none,University of Virginia,27
A,15,none,University of Maryland,28
A,16,none,Salisbury University,32
