Division,Placement,Skipper,Team,Total Score
A,1,Jonathan Atwood '12,Texas A&M University at Galveston,13
A,2,Collin Weston '13,Texas A&M University at Galveston,15
A,3,none,Texas A&M University at Galveston,38
A,4,Rebekka Urbina '12,Texas A&M University at Galveston,38
A,5,Caleb Cunningham '12,University of Texas,45
A,6,Masie Comen '15,University of Texas,57
A,7,none,Tulane University,63
A,8,none,University of Colorado at Boulder,70
A,9,Aly Gazzola '14,Texas A&M University at Galveston,72
A,10,Seth Owens '14,Texas A&M University at Galveston,78
A,11,Lawrence Maher '15,Baylor University,81
A,12,Ben Posey '16,University of South Alabama,85
A,13,none,Rice University,105
A,14,Emmett Dickheiser '15,Texas A&M University at Galveston,106
A,15,Kevin Wilson '11,Baylor University,117
A,16,none,Texas A&M University at Galveston,127
A,17,none,Baylor University,128
