Division,Placement,Skipper,Team,Total Score
A,1,Corey Hall '12,College of Charleston,18
A,2,Dominique Wright '15,University of South Florida,22
A,3,Abby Featherstone '13,University of South Florida,22
A,4,Emilie Mademann '12,Eckerd College,27
A,5,Clerc Cooper '15,College of Charleston,37
A,6,Mallory Buechler '15,College of Charleston,43
A,7,Carly Shevitz '14,College of Charleston,50
A,8,Sydney Jones '13,University of South Florida,52
A,9,Sydney Jones '13,University of South Florida,53
A,10,Rheanna King '14,University of Florida,63
A,11,Michelle Herridge '13,Clemson University,75
