Division,Placement,Skipper,Team,Total Score
B,1,Ryan Grosch '14,University of Minnesota,13
B,2,Michael Cornew '13,Northwestern University,27
B,3,Patrick Power '15,University of Notre Dame,39
B,4,Eric Tobias '13,University of Wisconsin,40
B,5,Whitney Kent '15,University of Wisconsin Milwaukee,45
B,6,Aras Karaitis '12,Western Michigan University,46
B,7,Ryan Seago '14,University of Michigan,50
B,8,Bill Weiland '14,Michigan State University,52
B,9,Molly Sitter '15,University of Wisconsin,60
B,10,Melita Aquino '13,University of Chicago,88
B,11,Tanner DePriest '14,University of Michigan,95
B,12,Andrew Wilkening '15,Miami University,96
B,13,Davis Dolson '14,Marquette University,111
B,14,Marvin Gomez '12,Robert Morris University Illinois,116
B,15,Douglas White III '14,Northern Michigan University,119
B,16,Connor Shope '15,University of Michigan,123
B,17,Sandi Fredericks '15 *,Lake Forest College,133
B,18,Michael Small '14,Northern Michigan University,137
