Division,Placement,Skipper,Team,Total Score
B,1,Drew Lisicki '12,Clemson University,10
B,2,John Reddaway '15,Georgia Institute of Technology,14
B,3,Lucas Kindervater '13,University of Tennessee,25
B,4,Donald Parker '15,The Citadel,27
B,5,Connor Murphy '16,College of Charleston,30
B,6,Cole Barney '14,University of North Carolina at Wilmington,32
B,7,Patrick Muller '12,Davidson College,36
B,8,Brion Capo '12,North Carolina State University,48
B,9,Reeves Hollar '13,Auburn University,56
B,10,Caroline Cave '12,University of Georgia,56
B,11,Sommers Kline '14 *,Vanderbilt University,65
