Division,Placement,Skipper,Team,Total Score
B,1,Kayla McComb '13,St. Mary's College of Maryland,35
B,2,George Saunders '12,Roger Williams University,36
B,3,Michael Grove '14,U. S. Naval Academy,37
B,4,William Bowman '14,Boston College,42
B,5,Sarah Mace '14,Stanford University,43
B,6,Andrew Mason '12,Georgetown University,47
B,7,Michael Ramming '13,College of Charleston,48
B,8,Judge Ryan '14,University of California at Los Angeles,63
B,9,Mallory Schluter '14,University of Southern California,72
B,10,Patrick Taylor '12,Western Washington University,82
B,11,JOHN CONNOR BATHEN '14,Santa Clara University,85
B,12,Alex Reynolds '14,Fordham University,87
B,13,Shane Young '14,California State University Long Beach,93
B,14,Cameron Walsh '13,University of California at Santa Barbara,102
B,15,Evan Hoffmann '14,Old Dominion University,110
B,16,Andrew Balter '12,University of Oregon,113
B,17,Brian Hoover '12,University of California at Irvine,114
B,18,John Marzulli '12,Princeton University,117
B,19,Alyce Flanagan '13,University of Washington,130
B,20,Ava Kovach '12,Texas A&M University at Galveston,131
B,21,Ian Spilman '15,University of California at Santa Cruz,150
B,22,Petter Flordal '13,University of California at Berkeley,152
B,23,Sierra Marangola '15,California State University Channel Islands,179
B,24,Scott Van Bergen '15,Portland State University,182
B,25,Steven Cassingham '14,Arizona State University,183
B,26,Matt Collins '15,California Maritime Academy,196
B,27,Macy Stout '13,Cal Poly University S.L.O.,197
B,28,Lucas Murray '15,University of California at Davis,210
B,29,Jennifer Lyons '12,University of California at San Diego,210
