Division,Placement,Skipper,Team,Total Score
A,1,Grace Lucas '14,College of Charleston,36
A,2,Roy Shaw '14,College of Charleston,45
A,3,Tyler Kennedy '12,Kean University,50
A,4,Melany Johnson '15,College of Charleston,64
A,5,Collin Weston '13,Texas A&M University at Galveston,75
A,6,Harrison Cabiness '12,Clemson University,77
A,7,Jonathan Atwood '12,Texas A&M University at Galveston,79
A,8,Andrew Battigaglia '12,Georgia Tech,98
A,9,Samuel Hodges '13,Auburn University,121
A,10,Kimannee Simon '14,Hampton University,124
A,11,Russell Cramer '11,University of Maryland,130
A,12,Autumn Hoover '12,Ocean County College,143
A,13,Kaitlin Denny '14,George Washington University,164
A,14,Ben Brightwell '13,The Citadel,170
A,15,Talis McMullen '14,Florida Gulf Coast University,177
