Division,Placement,Skipper,Team,Total Score
B,1,none,University of California at Santa Barbara,19
B,2,none,California Maritime Academy,25
B,3,none,University of California at Irvine,26
B,4,none,University of California at Berkeley,51
B,5,none,University of Southern California,56
B,6,none,University of California at Los Angeles,75
B,7,none,University of Oregon,75
B,8,none,University of California at Berkeley,79
B,9,none,Chapman University,87
B,10,none,California State University Monterey Bay,89
B,11,none,California Maritime Academy,97
B,12,none,University of California at Santa Cruz,103
B,13,none,University of California at San Diego,109
B,14,none,Cal Poly University S.L.O.,123
B,15,none,University of Oregon,123
B,16,none,University of California at Davis,127
B,17,none,Cal Poly University S.L.O.,142
B,18,none,University of California at Santa Barbara,156
B,19,none,California Maritime Academy,167
