Division,Placement,Skipper,Team,Total Score
A,1,Joshua Revkin '13,Williams College,11
A,2,none,Roger Williams University,11
A,3,Michael O'Brien '12,Northeastern University,15
A,4,John Evans '12,Tufts University,20
A,5,James Downer '15,Tufts University,29
A,6,Max Fleischfresser '14,Maine Maritime Academy,37
A,7,Victor Ansart '14,Tufts University,41
A,8,none,Massachusetts Maritime Academy,48
A,9,Margaret Bacon '14,Tufts University,50
A,10,Andrew McHenry '13,Maine Maritime Academy,54
A,11,James Pates '12,Middlebury College,55
A,12,Philip Hussey '14,Colby College,55
A,13,Madeleine Harvey '12,Brown University,62
A,14,Marcus Josefsson '13,Colby College,62
A,15,Andrew Angione '13,University of New Hampshire,69
A,16,none,Roger Williams University,71
A,17,none,Middlebury College,75
