Division,Placement,Skipper,Team,Total Score
A,1,Ben Weigel '14,Tufts University,15
A,2,Caleb Armstrong '15,University of Vermont,16
A,3,Tom Peabody '14,Bowdoin College,19
A,4,Jacob Tronaas '12,U. S. Coast Guard Academy,35
A,5,Johannes Raatz '15,Amherst College,44
A,6,Alejandro Bancalari '13,Boston University,45
A,7,Daniel Barry '15,Massachusetts Maritime Academy,48
A,8,Colin Henderson '15,Northeastern University,51
A,9,Max Jennings '15,Colby College,53
A,10,Tyler Durant '14 *,Bentley University,65
A,11,Michael Hoffman '12,Johnson and Wales University,71
