Division,Placement,Skipper,Team,Total Score
B,1,Deirdre Lambert '15,Dartmouth College,70
B,2,Chanel Miller '14,University of Rhode Island,82
B,3,Atlantic Brugman '13,Connecticut College,89
B,4,Emily Billing '13,Yale University,100
B,5,Olivia Crane '15,University of Vermont,103
B,6,Sky Adams '14,Brown University,108
B,7,Grace Lucas '14,College of Charleston,109
B,8,Amanda Taselaar '14,Georgetown University,124
B,9,Katherine Doble '13,Bowdoin College,137
B,10,Mariel Marchand '13,Tufts University,137
B,11,Marissa Lihan '14,U. S. Naval Academy,144
B,12,Liana Folger '15,Hobart and William Smith Colleges,144
B,13,Solvig Sayre '14,Eckerd College,147
B,14,Dominique Wright '15,University of South Florida,166
B,15,Andrea Luna '15,Old Dominion University,168
B,16,Paige Conlin '14,SUNY Maritime College,177
B,17,Jennifer Borshoff '15,Cornell University,192
B,18,Catherine Shanahan '15,St. Mary's College of Maryland,201
