Division,Placement,Skipper,Team,Total Score
B,1,Alejandro Ruiz-Ramon '15,Tufts University,8
B,2,Sean McLaughlin '15,Massachusetts Maritime Academy,17
B,3,William Simon '14,U. S. Coast Guard Academy,21
B,4,Benjamin Mende '13,Bowdoin College,29
B,5,Chris Mangieri '13,University of Vermont,36
B,6,Julia Hall '15,Boston University,43
B,7,Alex Dion '15,Amherst College,46
B,8,Olin Nelson '13,Northeastern University,59
B,9,Craig Timoney '13,Bentley University,61
B,10,Kyle Ribinsky '15,Johnson and Wales University,65
B,11,Julia Middleton '?? *,Colby College,77
