Division,Placement,Skipper,Team,Total Score
A,1,Max Famiglietti '13,University of Florida,19
A,2,Peter Pellegrini '12,Salve Regina University,27
A,3,Peter Edmunds '14,Bowdoin College,34
A,4,Bradley Milliken '14,U. S. Coast Guard Academy,35
A,5,Gordon Wolcott '13,University of Virginia,37
A,6,Maarten Eenkema Van Dijk '14,Northeastern University,46
A,7,David Pierce '12,Bates College,48
A,8,Erik Brydges '14,Eckerd College,56
A,9,Isaac Clark '12,William and Mary,59
A,10,Lily Everson '12,Jacksonville University,79
