Division,Placement,Skipper,Team,Total Score
A,1,Mac Mace '13,College of Charleston,28
A,2,Nicholas Voss '12,University of Miami,33
A,3,Will Stocke '13,University of South Florida,33
A,4,Robert Savoie '14,Eckerd College,45
A,5,Max Famiglietti '13,University of Florida,56
A,6,Harrison Cabiness '12,Clemson University,71
A,7,John Reddaway '15,Georgia Tech,84
A,8,Samuel Hodges '13,Auburn University,94
A,9,Ervin Grove '11,University of Tennessee,109
A,10,Lily Everson '12,Jacksonville University,118
A,11,Dustin Simons '14,North Carolina State University,128
A,12,Michael Long '14,New College of Florida,143
