Division,Placement,Skipper,Team,Total Score
B,1,Angela Wells '14,Miami University,16
B,2,Daniel Drabiak '15,Purdue University,23
B,3,Daniel Clark '15,University of Akron,23
B,4,Connor Restadius '14,Purdue University,23
B,5,Sean Francois '13,Indiana University,35
