Division,Placement,Skipper,Team,Total Score
A,1,Nick Johnstone '15,College of Charleston,4
A,2,Ervin Grove '11,University of Tennessee,5
A,3,Harrison Cabiness '12,Clemson University,11
A,4,Samuel Hodges '13,Auburn University,13
A,5,Ben Brightwell '13,The Citadel,15
A,6,AROLDO DE RIENZO '13,Georgia Institute of Technology,17
A,7,Thomas Russell '12,North Carolina State University,20
A,8,Mason Hines '12,University of Georgia,25
A,9,none,University of Tennessee,26
