Division,Placement,Skipper,Team,Total Score
A,1,Stephen Moran '16 *,Oregon State University,20
A,2,Samuel Jones '19,University of Puget Sound,21
A,3,Courtney Starks '17,Western Washington University,26
A,4,Jasmine Gerraty '17,Western Washington University,38
A,5,Sam Reul '19,University of Oregon,39
A,6,Dilion Kilroy '19 *,Western Washington University,46
A,7,Jin Parisien '18,Oregon State University,55
A,8,Arthur Jenkins '19,University of Puget Sound,58
A,9,Yitian Cauthen '18,University of Oregon,65
A,10,Geoffrey Gonzalez '17,Oregon State University,73
