Division,Placement,Skipper,Team,Total Score
B,1,Reed Lorimer '18,Boston University,11
B,2,Taylor Nathanson '18,Tufts University,16
B,3,Franco Bilik '18,Brown University,23
B,4,Amanda Sommi '16,Tufts University,24
B,5,Pierre DuPont '16,Tufts University,32
B,6,Quinn Andersen '18,Brown University,37
B,7,Bobby McLaughlin '17,Tufts University,39
B,8,William Manning '18,Northeastern University,40
B,9,Alexander Baskin '19,Middlebury College,50
B,10,Amy Macdonald '18,Bates College,59
B,11,Braden Foster '19,Massachusetts Maritime Academy,66
B,12,none,University of New Hampshire,78
B,13,Molly Gallagher '17,University of Massachusetts at Amherst,79
B,14,Vick Xu '19,Middlebury College,80
B,15,MaryCatherine Dunne '16,Emmanuel College,89
B,16,Nick DeMonte '18,University of New England,99
B,17,none,Brandeis University,114
B,18,none,Maine Maritime Academy,114
