Division,Placement,Skipper,Team,Total Score
A,1,Nevin Snow '16,Georgetown University,55
A,2,Avery Fanning '16,U. S. Coast Guard Academy,60
A,3,Pearson Potts '16,Brown University,73
A,4,Greiner Hobbs '18,Hobart and William Smith Colleges,80
A,5,Kristopher Swanson '18,University of California at Santa Barbara,85
A,6,Connor Corgard '16,Roger Williams University,85
A,7,Charles Rees '16,College of Charleston,86
A,8,Brendan Shanahan '17,George Washington University,88
A,9,Drew Gallagher '18,University of Pennsylvania,94
A,10,Bryce Kopp '16,Connecticut College,101
A,11,Hunter Johnstone '16,Dartmouth College,117
A,12,Daniel Lawless '17,Jacksonville University,132
A,13,Jason D'Agostino '17,Eckerd College,139
A,14,Kris Thompson '16,University of Washington,151
A,15,Matthew Hecht '16,University of Southern California,163
A,16,Christopher Cyr '16,University of Michigan,180
A,17,Alison Kent '16,University of Minnesota,189
A,18,Bradley Shaw '16,Texas A&M University,196
