Division,Placement,Skipper,Team,Total Score
A,1,Matthew Peterson '18,Eckerd College,17
A,2,Michael Sanandajian '18,University of South Florida,23
A,3,Jack Famiglietti '18,University of Florida,28
A,4,Anna Palmer '17,Jacksonville University,28
A,5,Samuel Peirson '17,Eckerd College,32
A,6,Rafael Melendez '17,Florida State University,36
A,7,Stephan VerHulst '19,Jacksonville University,39
A,8,Giancarlo Falconi '16,University of Miami,43
A,9,Chad Murray '17,Rollins College,46
A,10,No show,New College of Florida,66
