Division,Placement,Skipper,Team,Total Score
A,1,Nevin Snow '16,Georgetown University,51
A,2,Charles Rees '16,College of Charleston,56
A,3,Esteban Forrer '16,Old Dominion University,75
A,4,Antoine Screve '16,Stanford University,85
A,5,Brendan Shanahan '17,George Washington University,87
A,6,Edmund Cooper '17,St. Mary's College of Maryland,94
A,7,Michael Popp '16,U. S. Naval Academy,101
A,8,Alecsander Tayler '17,Fordham University,109
A,9,Charles Lomax '18,U. S. Merchant Marine Academy,111
A,10,Nathaniel Johansson '18,Dartmouth College,113
A,11,Patrick Shanahan '19,Brown University,123
A,12,Zachary Hill '18,SUNY Maritime College,126
A,13,Kristopher Swanson '18,University of California at Santa Barbara,126
A,14,William Crary '17,University of Vermont,139
A,15,Brendan Cook '16,Boston University,142
A,16,Christopher Craven '16,University of Virginia,155
A,17,Matthew Schofield '17,Cornell University,162
A,18,Vincent Miao '18,Duke University,210
A,19,Mark Thompson '18,North Carolina State University,217
