Division,Placement,Skipper,Team,Total Score
B,1,Gary Prieto '18,U. S. Naval Academy,59
B,2,Axel Sly '16,Stanford University,83
B,3,Will Holz '17,Fordham University,85
B,4,Hannah Polster '17,Boston University,88
B,5,Jack Cusick '17,College of Charleston,88
B,6,Gabriel Elstrodt '19,Brown University,90
B,7,Sean Golden '16,Georgetown University,91
B,8,Kai Friesecke '18,George Washington University,95
B,9,Erik Weis '18,Dartmouth College,96
B,10,Kyle Comerford '19,SUNY Maritime College,104
B,11,Joseph David '16,Old Dominion University,105
B,12,Megan Yeigh '16,University of Vermont,122
B,13,Carolyn Smith '17,St. Mary's College of Maryland,126
B,14,Alexander Singh '19,University of Virginia,153
B,15,Austin Neuman '16,U. S. Merchant Marine Academy,158
B,16,Sterling Henken '18,University of California at Santa Barbara,166
B,17,Elizabeth O'Connor '17,Duke University,184
B,18,Daniel Birmingham '17,Cornell University,189
B,19,Kara Wheeler '18,North Carolina State University,199
