Division,Placement,Skipper,Team,Total Score
A,1,Frank Reeg '19,Massachusetts Maritime Academy,17
A,2,Alexander Tong '17,Tufts University,19
A,3,Trevor Long '19,Massachusetts Institute of Technology,23
A,4,Jacob Martz '17,Boston College,23
A,5,Sam Shannon '19,Salve Regina University,31
A,6,Nicholas Karnovsky '19,Harvard University,33
A,7,Chris Colbeth '20,Northeastern University,34
A,8,Charles Skoda '17,Yale University,57
A,9,Samantha Brown '19,University of Vermont,61
A,10,Ryan Walker '19,University of Rhode Island,64
A,11,Noah Brayer '18,University of Massachusetts at Amherst,65
A,12,Lillian Vincens '19,Fairfield University,66
A,13,Kelsey Martins '16,University of Massachusetts at Dartmouth,68
A,14,Nathaniel Barton '18,Wesleyan University,72
A,15,River Iannaccone '19,University of New Hampshire,88
A,16,John Ripoli '18,University of New England,95
