Division,Placement,Skipper,Team,Total Score
B,1,Hannah McNomee '16,George Washington University,27
B,2,Rose Edwards '18,Georgetown University,37
B,3,Greer Wattson '17,St. Mary's College of Maryland,45
B,4,Mary Robertson '17,U. S. Naval Academy,59
B,5,Christine Moloney '17,Hobart and William Smith Colleges,62
B,6,Amanda Stapp '18,Fordham University,72
B,7,Olivia Windemuller '19,Old Dominion University,84
B,8,Anna Louise Devanny '17,University of Virginia,92
B,9,Samara Leith '19,Christopher Newport University,102
B,10,Kimberly Wong '19,Cornell University,106
B,11,Victoria Restivo '17,Queen's University,107
B,12,Raemie Ladner '19,University of Pennsylvania,117
B,13,Haley Collins '18,Columbia University,132
B,14,Micayla Beyer '19,SUNY Stony Brook,135
B,15,Jessica Abriss '18,University of Buffalo,157
B,16,Veronica Lane '19,Monmouth University,164
