Division,Placement,Skipper,Team,Total Score
B,1,Benjamin Chafee '16,Eckerd College,9
B,2,Geoffrey St. John '19,Eckerd College,14
B,3,Curtis Woodworth '17,Florida State University,17
B,4,Stanley Carraway '19,Jacksonville University,23
B,5,Scott Ewing '18,University of South Florida,23
B,6,Anna Palmer '17,Jacksonville University,28
B,7,Benjamin Ringrose '19,University of Miami,28
B,8,Robert McLean '19,Jacksonville University,28
B,9,Chad Murray '17,Rollins College,28
B,10,Maya Kwasniewski '19,University of Florida,32
B,11,No show,Florida State University,34
B,12,Nicholas Meury '18,University of Miami,49
