Division,Placement,Skipper,Team,Total Score
A,1,Charles Welsh '18,Boston University,14
A,2,Charlie Blasberg '18,Brown University,18
A,3,Frank Reeg '19,Massachusetts Maritime Academy,23
A,4,Karel Mailloux-Kuz '18,University of Rhode Island,30
A,5,Pierre DuPont '16,Tufts University,32
A,6,Bayard Lalor '19,Salve Regina University,36
A,7,Noah Brayer '18,University of Massachusetts at Amherst,51
A,8,John Duncan '19,Tufts University,52
A,9,Samuel Wright '18,Boston University,54
A,10,Anna Bloomstine '19,Providence College,54
A,11,none,Maine Maritime Academy,56
A,12,Liam Shanahan '18,Worcester Polytechnic Institute,58
A,13,Kelsey Martins '16,University of Massachusetts at Dartmouth,75
A,14,Hanna Desilets '17,University of Massachusetts at Dartmouth,77
