Division,Placement,Skipper,Team,Total Score
B,1,Markus Edegran '16,St. Mary's College of Maryland,47
B,2,Augie Dale '18,Old Dominion University,55
B,3,Will La Dow '18,Stanford University,70
B,4,Joseph Kiss '17,Yale University,74
B,5,Charles Sinks '18,Boston College,76
B,6,Connor Astwood '16,Boston University,77
B,7,Gary Prieto '18,U. S. Naval Academy,85
B,8,John Hanna '19,Texas A&M University at Galveston,97
B,9,Will Holz '17,Fordham University,102
B,10,Scott Barbano '17,Tufts University,108
B,11,Andrew Baird '18,University of South Florida,114
B,12,Luca Taglialegne '19,Hampton University,132
B,13,Charles Bocklet '17,University of Wisconsin,146
B,14,Samuel Armington '18,University of Florida,151
B,15,Elmeri Hakkinen '18,University of British Columbia,176
B,16,Soren Wilde '19,University of Hawaii,179
B,17,James Harvey '17,Washington University,182
B,18,Zachary Aasen '18,University of Wisconsin Milwaukee,201
