Division,Placement,Skipper,Team,Total Score
B,1,Isabella Loosbrock '19,Boston College,110
B,2,Sarah Hermus '18,University of Rhode Island,117
B,3,Martina Sly '19,Stanford University,120
B,4,Nikki Medley '17,College of Charleston,130
B,5,Rose Edwards '18,Georgetown University,132
B,6,Courtney Koos '16,Bowdoin College,143
B,7,Greer Wattson '17,St. Mary's College of Maryland,143
B,8,Katharina (KB) Knapp '18,Yale University,146
B,9,Lydia Grasberger '18,Boston University,151
B,10,Kate Shaner '16,Tufts University,154
B,11,Taylor Gavula '19,Harvard University,180
B,12,Miranda Bakos '18,George Washington University,184
B,13,Alexandra Maurillo '18,Connecticut College,188
B,14,Mary Robertson '17,U. S. Naval Academy,190
B,15,Amanda Stapp '18,Fordham University,215
B,16,Kelly Stukbauer '19,University of South Florida,244
B,17,Leslie Poole '16,University of Wisconsin,262
B,18,Lindsey Kloc '19,Hobart and William Smith Colleges,269
