Division,Placement,Skipper,Team,Total Score
A,1,Frank Reeg '19,Massachusetts Maritime Academy,14
A,2,Ben Brown '18,Middlebury College,24
A,3,Peter Sterflinger '17,Johnson and Wales University,29
A,4,Ryan Gershuny '18,University of New Hampshire,37
A,5,Jennifer Lee '17,University of Connecticut,40
A,6,Lillian Vincens '19,Fairfield University,45
A,7,Brian Reilly '16,Sacred Heart University,51
A,8,Joshua Mandelbaum '17,Wentworth Institute of Technology,56
A,9,Owen Sullivan '19,Wesleyan University,65
A,10,Huxley Conner '19,Maine Maritime Academy,76
