Division,Placement,Skipper,Team,Total Score
B,1,Peter Wong '18,University of Southern California,27
B,2,Claire Hunt '19,University of California at Santa Barbara,41
B,3,Kathryn Cornella '16,Cal Poly University S.L.O.,54
B,4,Leah Ford '19,University of California at Los Angeles,55
B,5,Laura Roudebush '18,University of California at Los Angeles,67
B,6,Joseph Lausten '17,Cal Poly University S.L.O.,69
B,7,Maria-Elena Falahee-Walker '19,Cal Poly University S.L.O.,73
B,8,Brett Farrell '17,University of California at San Diego,81
B,9,Natalie Hopper '19,University of California at San Diego,91
B,10,none,University of California at Santa Cruz,101
B,11,Mackenzie Freeman '18,University of Southern California,104
B,12,Sarah Wyman '17,University of California at Los Angeles,106
B,13,Melissa Schem '18,University of Southern California,124
B,14,David Luu '17,University of California at San Diego,137
B,15,Cullen Quine '18,University of California at Los Angeles,157
B,16,none,University of California at San Diego,160
B,17,Sierra Apillanes '19,Arizona State University,161
B,18,Cassandra Isaacson '19,Cal Poly University S.L.O.,162
B,19,Chandler Nahigian '16,Westmont College,190
