Division,Placement,Skipper,Team,Total Score
B,1,Andre Deriaz '18,University of Wisconsin Milwaukee,41
B,2,Harris Cram '19,Tulane University,43
B,3,Brendan Brown-McCue '16,SUNY Stony Brook,48
B,4,Autumn Morden '15,University of Wisconsin Milwaukee,57
B,5,Octavio Frisoli Rodriguez '18,Texas A&M University at Galveston,63
B,6,Alexandra Oyston '18,Texas A&M University,70
B,7,John O'Brien '18,University of Notre Dame,90
B,8,Caroline Bik '19,University of Texas,101
B,9,Haley Walker '18,Texas A&M University at Galveston,111
B,10,Benjamin Moreno '16,Texas A&M University at Corpus Christi,114
B,11,Zelun Wang '16,Rice University,122
B,12,Molly LaFave '19,University of Notre Dame,135
B,13,none,Loyola University of New Orleans,165
