Division,Placement,Skipper,Team,Total Score
A,1,Nicolas Delfino '16,University of California at San Diego,42
A,2,Ian Markowitz '17,University of California at Berkeley,43
A,3,Elizabeth Hays '17,University of California at Los Angeles,46
A,4,Ben Brough '19,Cal Poly University S.L.O.,50
A,5,Robbie Culkin '19,Santa Clara University,78
A,6,Dylan Rinker '16,Cal Poly University S.L.O.,86
A,7,Kip Wanaselja '16,University of California at Santa Cruz,99
A,8,Geoffrey Brelsford '18,Cal Poly University S.L.O.,106
A,9,Alana McSween '17,University of California at Davis,114
A,10,Vidar Emil Sebastian Aspelin '17,University of California at Berkeley,120
A,11,Tyler Hogan '17,University of California at Berkeley,120
A,12,Alicia Ward '18,California State University Monterey Bay,121
A,13,Sarah Wyman '17,University of California at Los Angeles,125
A,14,James Melvin '19,University of California at Santa Cruz,127
A,15,Samuel Rohrbach '17,University of California at San Diego,147
A,16,Dallas Butler '17,Cal Poly University S.L.O.,151
A,17,Thomas Garcia '19,University of California at Los Angeles,161
A,18,Grant Lin '17,University of California at San Diego,167
A,19,Joseph Naro '18,University of California at Davis,193
