Division,Placement,Skipper,Team,Total Score
B,1,Luca Taglialegne '19,Hampton University,33
B,2,Amanda Attardi '17,Christopher Newport University,50
B,3,Andrew O'Brien '19,Stevens Institute of Technology,55
B,4,Barrie Joanna '19,Syracuse University,60
B,5,Alexander Smith '17,Washington College,63
B,6,Brendan Brown-McCue '16,SUNY Stony Brook,65
B,7,Matt Greenfield '17,University of Maryland,75
B,8,Patrick Mazzeo '18,William and Mary,81
B,9,Adam DeVita '18,Columbia University,81
B,10,Harrison Paige '19,Villanova University,86
B,11,Rory Mess '16,University of Buffalo,93
B,12,Nathan Gibson '19,Virginia Tech,95
B,13,Victoria Restivo '17,Queen's University,126
B,14,Michael Danko '17,U. S. Military Academy,126
B,15,Abigail Proko '20,Drexel University,128
B,16,Veronica Lane '19,Monmouth University,153
B,17,Justin Dillman '18,Penn State University,161
