Division,Placement,Skipper,Team,Total Score
A,1,Ian Barrows '17,Yale University,119
A,2,Raul Rios '16,Boston College,127
A,3,Nevin Snow '16,Georgetown University,127
A,4,Avery Fanning '16,U. S. Coast Guard Academy,135
A,5,Pearson Potts '16,Brown University,143
A,6,Antoine Screve '16,Stanford University,152
A,7,Patrick Snow '17,U. S. Naval Academy,153
A,8,Sean Cornell '18,University of South Florida,159
A,9,Esteban Forrer '16,Old Dominion University,160
A,10,Charles Rees '16,College of Charleston,172
A,11,Greiner Hobbs '18,Hobart and William Smith Colleges,172
A,12,Alexander Curtiss '16,St. Mary's College of Maryland,190
A,13,Will Holz '17,Fordham University,193
A,14,Connor Corgard '16,Roger Williams University,203
A,15,Ravi Parent '18,Boston University,203
A,16,Brendan Shanahan '17,George Washington University,213
A,17,Bryce Kopp '16,Connecticut College,217
A,18,Drew Gallagher '18,University of Pennsylvania,240
