Division,Placement,Skipper,Team,Total Score
A,1,Sean Cornell '18,University of South Florida,42
A,2,Patrick Snow '17,U. S. Naval Academy,56
A,3,Esteban Forrer '16,Old Dominion University,63
A,4,Alexander Curtiss '16,St. Mary's College of Maryland,71
A,5,Raul Rios '16,Boston College,73
A,6,Ian Barrows '17,Yale University,79
A,7,Antoine Screve '16,Stanford University,80
A,8,Alecsander Tayler '17,Fordham University,112
A,9,Charles Eaton IV '17,University of Hawaii,118
A,10,Maximilian Kuester '18,Hampton University,121
A,11,Ravi Parent '18,Boston University,122
A,12,John Rolander '17,Tufts University,130
A,13,Parker Trepton '18,University of Wisconsin Milwaukee,141
A,14,Laura Wefer '16,University of Wisconsin,143
A,15,Jack Famiglietti '18,University of Florida,163
A,16,Nathan Ross '18,Washington University,169
A,17,Joseph Gustafson '18,University of British Columbia,186
A,18,Alexander Thompson '18,Texas A&M University at Galveston,204
