Division,Placement,Skipper,Team,Total Score
C,1,Jeremy Hitchcock '17,University of Hawaii,5
C,2,Christopher Weis '18,University of California at Santa Barbara,9
C,3,Ryan Powell '17,Santa Barbara City College,16
C,4,Peter Wong '18,University of Southern California,17
C,5,Kyra Oakes '18,University of California at Berkeley,18
C,6,William Marshall '19,Stanford University,25
C,7,Olivia Godfrey '17,University of California at Santa Barbara,28
C,8,Joseph Lausten '18,Cal Poly University S.L.O.,33
C,9,none,University of California at Santa Cruz,37
C,10,Leh Smallshaw '17,University of Victoria,38
C,11,Jasmine Gerraty '17,Western Washington University,45
C,12,Miles Picus '18,University of California at Los Angeles,54
C,13,Rafael Gautier-Castro '17,Arizona State University,55
C,14,Samuel Sara '18,University of California at Davis,58
C,15,Samuel Rohrbach '17,University of California at San Diego,76
C,16,Ari Zeen '17,California State University Long Beach,77
C,17,Charles Winter '17,California State University Channel Islands,84
C,18,Francesca Dana '18,Santa Clara University,84
C,19,none,University of California at Irvine,84
C,20,Noah DeLaurie '19,Westmont College,84
