Division,Placement,Skipper,Team,Total Score
A,1,Sarah Fuller '16,University of Connecticut,6
A,2,Amy Macdonald '18,Bates College,7
A,3,Pierre DuPont '16,Tufts University,9
A,4,Peter Giordano '19,Bates College,10
A,5,none,Worcester Polytechnic Institute,13
A,6,none,University of New England,19
