Division,Placement,Skipper,Team,Total Score
B,1,Ryan Davidson '16,College of Charleston,22
B,2,Sean Cornell '18,University of South Florida,28
B,3,Timothy Siemers '16,Eckerd College,35
B,4,Stephan VerHulst '19,Jacksonville University,51
B,5,Kyle Magno '18,University of Miami,72
B,6,Abbie Probst '19,Clemson University,85
B,7,Kara Wheeler '18,North Carolina State University,86
B,8,Kailey Savacool '16,University of North Carolina at Wilmington,96
B,9,Vincent Miao '18,Duke University,100
B,10,Joshua Kim '17,Georgia Institute of Technology,101
B,11,Clifford Gilman '19,Davidson College,123
B,12,none,University of Tennessee,138
